application_id,date_tagged,date_actioned,outcome_id,queue_id,analyst_id,store_id,message
4309,2023-08-23 15:31:00,2023-08-23 15:49:00,A,CPB,HPandya,6,
4310,2023-08-23 15:40:00,2023-08-23 15:48:00,A,CPB,CDcosta,3,Approve
4311,2023-08-23 15:44:00,2023-08-23 15:58:00,A,CE,CDcosta,6,Approved for 1 sim only service
4312,2023-08-23 15:48:00,2023-08-23 16:04:00,A,CPB,HPandya,1,Approve
4313,2023-08-23 15:55:00,2023-08-23 16:07:00,A,CPB,FWadia,6,Approved for outright purchase or sim-only service due to the applicants Visa status or expiry
4314,2023-08-23 15:59:00,2023-08-23 16:01:00,A,CPB,SSyed,2,
4315,2023-08-23 16:26:00,2023-08-23 16:43:00,A,CPB,NBhatia,4,Approve
4316,2023-08-23 16:33:00,2023-08-23 16:42:00,A,CPRB,HPandya,4,Approve
4317,2023-08-23 16:49:00,2023-08-23 16:58:00,A,CPB,SSyed,3,
4318,2023-08-23 16:53:00,2023-08-23 17:00:00,A,CE,HPandya,2,Approved only with outright purchase of handset or USIM only
4319,2023-08-23 16:54:00,2023-08-23 17:14:00,A,CPRB,NBhatia,4,Approved for SIM only as requested
4320,2023-08-23 16:57:00,2023-08-23 17:05:00,A,CE,QMascarenhas,5,
4321,2023-08-23 17:01:00,2023-08-23 17:12:00,A,CE,AAkhundpur,5,Approve
4322,2023-08-23 17:09:00,2023-08-23 17:19:00,A,CPRB,HPandya,3,Approved for 1 handset and 1 MBB
4323,2023-08-23 17:16:00,2023-08-23 17:28:00,A,CPB,QMascarenhas,6,
4324,2023-08-23 17:18:00,2023-08-23 17:25:00,A,CPB,SSyed,6,
4325,2023-08-23 17:18:00,2023-08-23 17:27:00,A,CE,NBhatia,1,Approve
4326,2023-08-23 17:21:00,2023-08-23 17:34:00,A,CE,CDcosta,5,Approve
4327,2023-08-23 17:23:00,2023-08-23 17:28:00,A,CE,CDcosta,4,Approve
4328,2023-08-23 17:27:00,2023-08-23 17:43:00,A,CPRB,AAkhundpur,3,Approve
4329,2023-08-23 17:33:00,2023-08-23 17:46:00,A,CPRB,FWadia,3,Approve
4330,2023-08-23 17:35:00,2023-08-23 17:54:00,A,CPB,CDcosta,1,Approve
4331,2023-08-23 17:35:00,2023-08-23 17:46:00,A,CPRB,AAkhundpur,4,Approve
4332,2023-08-23 17:43:00,2023-08-23 17:48:00,A,CPB,QMascarenhas,1,
4333,2023-08-23 17:44:00,2023-08-23 17:54:00,A,CE,MDcruz,5,
4334,2023-08-23 17:46:00,2023-08-23 17:53:00,A,CE,HPandya,6,Approve
4335,2023-08-23 17:46:00,2023-08-23 18:01:00,A,CPRB,FWadia,4,Approved for 1 service
4336,2023-08-23 17:58:00,2023-08-23 18:07:00,A,CE,MDcruz,4,
4337,2023-08-23 18:02:00,2023-08-23 18:15:00,A,CPB,FWadia,3,Approved only with outright purchase of handset or USIM only
4338,2023-08-23 18:12:00,2023-08-23 18:28:00,A,CPB,AAkhundpur,4,
4339,2023-08-23 18:16:00,2023-08-23 18:24:00,A,CPB,FWadia,4,
4340,2023-08-23 18:27:00,2023-08-23 18:35:00,A,CPRB,FWadia,1,Approved for 2 services
4341,2023-08-23 18:29:00,2023-08-23 18:38:00,A,CPB,MDcruz,2,
4342,2023-08-23 18:31:00,2023-08-23 18:41:00,A,CPRB,CDcosta,2,Approve
4343,2023-08-23 18:45:00,2023-08-23 18:57:00,A,CPB,MDcruz,6,
4344,2023-08-23 18:45:00,2023-08-23 18:53:00,A,CE,HPandya,5,Approve
4345,2023-08-23 18:48:00,2023-08-23 18:58:00,A,CE,FWadia,4,Approve
4346,2023-08-23 18:50:00,2023-08-23 18:57:00,A,CE,CDcosta,2,Approve
4347,2023-08-23 18:54:00,2023-08-23 19:01:00,A,CE,CDcosta,5,Approve
4348,2023-08-23 19:02:00,2023-08-23 19:08:00,A,CE,HPandya,5,Approve
4349,2023-08-23 19:08:00,2023-08-23 19:18:00,A,CE,FWadia,5,
4350,2023-08-23 19:09:00,2023-08-23 19:23:00,A,CE,MDcruz,3,
4351,2023-08-23 19:15:00,2023-08-23 19:26:00,A,CE,HPandya,1,Approve
4352,2023-08-23 19:16:00,2023-08-23 19:29:00,A,CE,FWadia,4,
4353,2023-08-23 19:16:00,2023-08-23 19:27:00,A,CPB,MDcruz,2,
4354,2023-08-23 19:17:00,2023-08-23 19:35:00,A,CPB,CDcosta,3,
4355,2023-08-23 19:18:00,2023-08-23 19:39:00,A,CE,FWadia,4,
4356,2023-08-23 19:30:00,2023-08-23 19:36:00,A,CPRB,HPandya,3,Approved for 1 handset and 1 MBB
4357,2023-08-23 19:40:00,2023-08-23 19:49:00,A,CE,HPandya,5,Approve
4358,2023-08-23 19:51:00,2023-08-23 20:00:00,A,CE,FWadia,3,Approve
4359,2023-08-23 19:57:00,2023-08-23 20:20:00,A,CE,FWadia,3,
4360,2023-08-23 19:58:00,2023-08-23 20:23:00,A,CPB,MDcruz,1,
4361,2023-08-23 20:02:00,2023-08-23 20:26:00,A,CPB,FWadia,5,
4362,2023-08-23 20:04:00,2023-08-23 20:14:00,A,CE,HPandya,2,Approve
4363,2023-08-23 20:14:00,2023-08-23 20:37:00,A,CE,FWadia,6,
4364,2023-08-23 20:22:00,2023-08-23 20:40:00,A,CE,HPandya,2,
4365,2023-08-23 20:44:00,2023-08-23 20:57:00,A,CE,MDcruz,5,
4366,2023-08-23 20:53:00,2023-08-23 21:02:00,A,CE,FWadia,5,Approve
4367,2023-08-23 20:56:00,2023-08-23 21:02:00,A,CE,MDcruz,3,
4368,2023-08-23 21:09:00,2023-08-23 21:22:00,A,CPB,FWadia,2,Approve
4369,2023-08-23 21:29:00,2023-08-23 21:37:00,A,CE,FWadia,3,
4370,2023-08-23 22:13:00,2023-08-23 22:19:00,A,CE,FWadia,2,Approve
4371,2023-08-23 23:10:00,2023-08-23 23:19:00,A,CPB,FWadia,4,
4372,2023-08-23 10:19:00,2023-08-23 10:23:00,D,CE,SBambaras,2,"The applicant has been declined as they are on a Bridging Visa. As per the Credit Policy, if the applicant is on an eligible Visa Subclass, send a copy of the 100pts of ID and supporting documents to VCredit@Asif Tech.com.au or 1800 656 866"
4373,2023-08-23 12:26:00,2023-08-23 12:34:00,D,CE,QMascarenhas,5,
4374,2023-08-23 12:33:00,2023-08-23 12:37:00,D,CE,AAkhundpur,3,The applicant has been declined as their Visa expires in less than 12 months
4375,2023-08-23 13:01:00,2023-08-23 13:15:00,D,CE,CDcosta,3,The customer has been declined due to insufficient billing history with Asif Tech
4376,2023-08-23 13:11:00,2023-08-23 13:14:00,D,CE,AAkhundpur,5,The applicant has been declined due to recent late payments on their account
4377,2023-08-23 13:18:00,2023-08-23 13:28:00,D,CE,AAkhundpur,6,The applicant has been declined due to a failed employment check. We have confirmed that the applicant is either not known by the employer or no longer works there
4378,2023-08-23 13:28:00,2023-08-23 13:36:00,D,CE,AAkhundpur,5,"The applicant has been declined as they are on a Bridging Visa. As per the Credit Policy, if the applicant is on an eligible Visa Subclass, send a copy of the 100pts of ID and supporting documents to VCredit@Asif Tech.com.au or 1800 656 866"
4379,2023-08-23 13:31:00,2023-08-23 13:45:00,D,CE,QMascarenhas,5,
4380,2023-08-23 13:33:00,2023-08-23 13:40:00,D,CE,AAkhundpur,4,The applicant has been declined as Students are only eligible for 1 Handset (Voice service)still on a Student visa.
4381,2023-08-23 13:55:00,2023-08-23 14:02:00,D,CE,SSyed,6,
4382,2023-08-23 14:04:00,2023-08-23 14:08:00,D,CE,AAkhundpur,5,"The applicant has been declined as they are on a Bridging Visa. As per the Credit Policy, if the applicant is on an eligible Visa Subclass, send a copy of the 100pts of ID and supporting documents to VCredit@Asif Tech.com.au or 1800 656 866"
4383,2023-08-23 14:04:00,2023-08-23 14:09:00,D,CE,CDcosta,1,Declined as the customer has reached their eligible Service Limit
4384,2023-08-23 14:06:00,2023-08-23 14:16:00,D,CE,FWadia,5,The applicant has been declined as Students are only eligible for 1 Handset (Voice service)
4385,2023-08-23 14:06:00,2023-08-23 14:12:00,D,CE,AAkhundpur,5,The customer has been declined due to insufficient billing history with Asif Tech
4386,2023-08-23 14:07:00,2023-08-23 14:16:00,D,CE,CDcosta,3,Declined as a Credit Decision
4387,2023-08-23 14:20:00,2023-08-23 14:28:00,D,CPRB,HPandya,4,The applicant has been declined due to information on their Dun & Bradstreet credit bureau file
4388,2023-08-23 14:22:00,2023-08-23 14:30:00,D,CE,QMascarenhas,2,
4389,2023-08-23 14:53:00,2023-08-23 14:59:00,D,CPB,AAkhundpur,3,"The applicant has been declined due to the billing history on their existing 3 Mobile account, which is currently overdue-3353458866"
4390,2023-08-23 14:57:00,2023-08-23 15:01:00,D,CE,CDcosta,5,"The applicant has been declined as they are on a Bridging Visa. As per the Credit Policy, if the applicant is on an eligible Visa Subclass, send a copy of the 100pts of ID and supporting documents to VCredit@Asif Tech.com.au or 1800 656 866"
4391,2023-08-23 15:04:00,2023-08-23 15:12:00,D,CE,SSyed,5,
4392,2023-08-23 15:15:00,2023-08-23 15:21:00,D,CE,AAkhundpur,5,The applicant has been declined as Students are only eligible for 1 Handset (Voice service)
4393,2023-08-23 15:29:00,2023-08-23 16:00:00,D,CE,NBhatia,2,"The applicant has been declined due to their billing history on their existing Asif Tech account, which is currently overdue"
4394,2023-08-23 15:29:00,2023-08-23 15:41:00,D,CE,QMascarenhas,3,
4395,2023-08-23 15:39:00,2023-08-23 15:52:00,D,CE,FWadia,3,The applicant has been declined due to a previous bad debt account with Asif Tech.
4396,2023-08-23 15:42:00,2023-08-23 15:46:00,D,CE,AAkhundpur,1,Declined as the customer has reached their eligible Service Limit
4397,2023-08-23 15:43:00,2023-08-23 15:49:00,D,CE,AAkhundpur,3,"The applicant has been declined as they are on a Bridging Visa. As per the Credit Policy, if the applicant is on an eligible Visa Subclass, send a copy of the 100pts of ID and supporting documents to VCredit@Asif Tech.com.au or 1800 656 866"
4398,2023-08-23 15:53:00,2023-08-23 16:00:00,D,CPB,AAkhundpur,5,The applicant has been declined as their Visa expires in less than 12 months and alreay has a approved application 1-8HXM28M
4399,2023-08-23 16:14:00,2023-08-23 16:20:00,D,CPRB,HPandya,5,The applicant has been declined due to a previous bad debt account with Asif Tech.
4400,2023-08-23 16:41:00,2023-08-23 16:48:00,D,CE,HPandya,3,The applicant has been declined due to recent late payments on their account
4401,2023-08-23 16:41:00,2023-08-23 16:58:00,D,CE,QMascarenhas,5,
4402,2023-08-23 16:45:00,2023-08-23 17:03:00,D,CPB,AAkhundpur,4,
4403,2023-08-23 16:55:00,2023-08-23 17:08:00,D,CPRB,HPandya,3,Declined as a Credit Decision
4404,2023-08-23 17:25:00,2023-08-23 17:39:00,D,CE,MDcruz,4,
4405,2023-08-23 18:09:00,2023-08-23 18:16:00,D,CE,AAkhundpur,4,The applicant has been declined as their Visa expires in less than 12 months
4406,2023-08-23 18:21:00,2023-08-23 18:22:00,D,CPRB,HPandya,1,"The applicant has been declined as they are on a Bridging Visa. As per the Credit Policy, if the applicant is on an eligible Visa Subclass, send a copy of the 100pts of ID and supporting documents to VCredit@Asif Tech.com.au or 1800 656 866"
4407,2023-08-23 18:36:00,2023-08-23 18:40:00,D,CPRB,NBhatia,1,The applicant has been declined as their Visa expires in less than 4 months
4408,2023-08-23 19:07:00,2023-08-23 19:16:00,D,CPB,HPandya,5,Declined as a Credit Decision
4409,2023-08-23 19:11:00,2023-08-23 19:14:00,D,CE,CDcosta,5,The applicant has been declined as their Visa expires in less than 21 months
4410,2023-08-23 19:42:00,2023-08-23 19:48:00,D,CE,FWadia,5,"The applicant has been declined as they are on a Bridging Visa. As per the Credit Policy, if the applicant is on an eligible Visa Subclass, send a copy of the 100pts of ID and supporting documents to VCredit@Asif Tech.com.au or 1800 656 866"
4411,2023-08-23 19:49:00,2023-08-23 20:01:00,D,CE,HPandya,3,
4412,2023-08-23 20:11:00,2023-08-23 20:21:00,D,CE,HPandya,5,Declined as the customer has reached their eligible Service Limit
4413,2023-08-23 20:17:00,2023-08-23 20:31:00,D,CE,HPandya,1,The applicant has been declined as Students are only eligible for 1 Handset (Voice service)
4414,2023-08-23 21:47:00,2023-08-23 21:52:00,D,CE,FWadia,2,The applicant has been declined as Students are only eligible for 1 Handset (Voice service)
4415,2023-08-23 01:02:00,2023-08-23 08:49:00,W,CPB,SSyed,4,
4416,2023-08-23 09:17:00,2023-08-23 09:31:00,W,CE,SBambaras,5,"This customers existing Asif Tech account is currently overdue. Once all outstanding amounts have been paid, please email VCredit@Asif Tech.com.au to request a further review"
4417,2023-08-23 09:24:00,2023-08-23 09:39:00,W,CPRB,SBambaras,4,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer under CA Row ID:1-7TXA1HJ
4418,2023-08-23 09:39:00,2023-08-23 09:52:00,W,CPRB,AAkhundpur,6,Please resubmit with a valid company name for the applicants employer if Self employed please mention the ABN number.
4419,2023-08-23 09:52:00,2023-08-23 10:03:00,W,CPRB,SBambaras,5,"Please send through a document to confirm the applicants income (either a current bank statement showing wage deposits from their employer, or a recent payslip) in addition to copies of their 100 points of ID to VCredit@Asif Tech.com.au or 1800 656 866"
4420,2023-08-23 10:03:00,2023-08-23 10:11:00,W,CPB,SSyed,6,
4421,2023-08-23 10:05:00,2023-08-23 10:12:00,W,CPB,SBambaras,3,"Please send through a document to confirm the applicants income (either a current bank statement showing wage deposits from their employer, or a recent payslip) in addition to copies of their 100 points of ID to VCredit@Asif Tech.com.au or 1800 656 866"
4422,2023-08-23 10:10:00,2023-08-23 10:23:00,W,CPB,SSyed,4,
4423,2023-08-23 10:43:00,2023-08-23 10:58:00,W,CPB,NBhatia,6,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer under CA Row ID: 1-7LZQNPT
4424,2023-08-23 10:57:00,2023-08-23 11:20:00,W,CE,HPandya,1,"This customers existing Asif Tech account is currently overdue. Once all outstanding amounts have been paid, please email VCredit@Asif Tech.com.au to request a further review"
4425,2023-08-23 11:25:00,2023-08-23 11:37:00,W,CPB,CDcosta,1,
4426,2023-08-23 11:40:00,2023-08-23 11:43:00,W,CPB,SSyed,5,
4427,2023-08-23 11:53:00,2023-08-23 12:10:00,W,CPRB,SBambaras,6,Please resubmit the next application as self employed with the ABN number.
4428,2023-08-23 11:54:00,2023-08-23 12:03:00,W,CPB,CDcosta,6,"Please send through a document to confirm the applicants income (either a current bank statement showing wage deposits from their employer, or a recent payslip) in addition to copies of their 100 points of ID to VCredit@Asif Tech.com.au or 1800 656 866"
4429,2023-08-23 12:05:00,2023-08-23 12:22:00,W,CPB,CDcosta,3,The applicant is currently studying Fulltime or is on a Student Visa. Please resubmit as a Student.
4430,2023-08-23 12:08:00,2023-08-23 12:15:00,W,CPRB,SBambaras,1,"Please send through a document to confirm the applicants income (either a current bank statement showing wage deposits from their employer, or a recent payslip) in addition to copies of their 100 points of ID to VCredit@Asif Tech.com.au or 1800 656 866"
4431,2023-08-23 12:09:00,2023-08-23 12:19:00,W,CPB,HPandya,1,"Please send through a document to confirm the applicants income (either a current bank statement showing wage deposits from their employer, or a recent payslip) in addition to copies of their 100 points of ID to VCredit@Asif Tech.com.au or 1800 656 866"
4432,2023-08-23 12:15:00,2023-08-23 12:31:00,W,CPRB,HPandya,4,"Please send through a document to confirm the applicants income (either a current bank statement showing wage deposits from their employer, or a recent payslip) in addition to copies of their 100 points of ID to VCredit@Asif Tech.com.au or 1800 656 866"
4433,2023-08-23 12:26:00,2023-08-23 12:35:00,W,CPRB,SBambaras,6,The applicant is currently studying Fulltime or is on a Student Visa. Please resubmit as a Student.
4434,2023-08-23 12:36:00,2023-08-23 12:40:00,W,CPB,AAkhundpur,1,The applicant has been previously approved under a different CA Row ID. The applicant will need to proceed with this order or have cancellation of the order confirmed in Siebel before reapplying ROW ID : 1-8HU1G5A
4435,2023-08-23 12:50:00,2023-08-23 12:56:00,W,CE,CDcosta,2,"Please resubmit with the advertised contact details for the applicants employer (can include 13, 1300 & 1800 numbers)"
4436,2023-08-23 12:55:00,2023-08-23 13:09:00,W,CE,HPandya,1,"Please send through a document to confirm the applicants income (either a current bank statement showing wage deposits from their employer, or a recent payslip) in addition to copies of their 100 points of ID to VCredit@Asif Tech.com.au or 1800 656 866"
4437,2023-08-23 12:58:00,2023-08-23 13:09:00,W,CE,NBhatia,2,"Please resubmit with the advertised contact details for the applicants employer (can include 13, 1300 & 1800 numbers)"
4438,2023-08-23 13:11:00,2023-08-23 13:23:00,W,CE,HPandya,3,Please resubmit a Passport as part of the applicants 100 points of ID or medicare card.
4439,2023-08-23 13:11:00,2023-08-23 13:20:00,W,CPB,MDcruz,4,
4440,2023-08-23 13:25:00,2023-08-23 13:46:00,W,CE,NBhatia,5,"Withdrew the application as Address details could not be confirmed, hence would request for Utility Bills."
4441,2023-08-23 13:27:00,2023-08-23 13:54:00,W,CPB,HPandya,6,Please send through copies of the applicants 100 points of ID to VCredit@Asif Tech.com.au or 1800 656 866
4442,2023-08-23 13:35:00,2023-08-23 13:48:00,W,CE,CDcosta,2,Please resubmit a Passport or Medicare card as part of the applicants 100 points of ID
4443,2023-08-23 14:12:00,2023-08-23 14:18:00,W,CPB,MDcruz,5,
4444,2023-08-23 14:34:00,2023-08-23 14:45:00,W,CPRB,FWadia,2,Please correct the customer's name as - First Name: Sarah Middle Name: Fanny Last Name: VOITCHOVSKY and resubmit.
4445,2023-08-23 14:35:00,2023-08-23 14:46:00,W,CPB,AAkhundpur,6,"Please resubmit with the advertised contact details for the applicants employer (can include 13, 1300 & 1800 numbers) also email Payslips to vcredit@Asif Tech.com.au"
4446,2023-08-23 14:37:00,2023-08-23 14:45:00,W,CE,CDcosta,1,Please resubmit a Passport as part of the applicants 100 points of ID
4447,2023-08-23 14:48:00,2023-08-23 14:57:00,W,CPB,QMascarenhas,1,
4448,2023-08-23 15:09:00,2023-08-23 15:22:00,W,CE,HPandya,6,Please resubmit with the valid LL for the employer
4449,2023-08-23 15:24:00,2023-08-23 15:39:00,W,CE,AAkhundpur,4,The Work number entered is incorrect for the employer listed on the application. Please verify the details with the applicant and resubmit with a valid number
4450,2023-08-23 15:27:00,2023-08-23 15:33:00,W,CPRB,CDcosta,1,"Please send through copies of the applicants 100 points of ID (including their Visa page and/or previous Passport number, if applicable) to VCredit@Asif Tech.com.au or 1800 656 866"
4451,2023-08-23 15:29:00,2023-08-23 15:40:00,W,CPB,SSyed,4,
4452,2023-08-23 15:44:00,2023-08-23 15:52:00,W,CPRB,AAkhundpur,2,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer under CA Row ID: 1-4W57NO5
4453,2023-08-23 15:52:00,2023-08-23 15:55:00,W,CPB,AAkhundpur,4,"Please send through copies of the applicants 100 points of ID (including their Visa page and/or previous Passport number, if applicable) to VCredit@Asif Tech.com.au or 1800 656 866"
4454,2023-08-23 15:57:00,2023-08-23 16:04:00,W,CPRB,CDcosta,3,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer under CA Row ID: 1-4W57NO5
4455,2023-08-23 16:19:00,2023-08-23 16:26:00,W,CPB,SSyed,4,
4456,2023-08-23 16:22:00,2023-08-23 16:27:00,W,CPRB,AAkhundpur,5,The Passport number is LN011498 and not Lno11498 plrease replace with no zero and not alphabet o.
4457,2023-08-23 16:35:00,2023-08-23 16:45:00,W,CPB,QMascarenhas,4,
4458,2023-08-23 16:38:00,2023-08-23 16:46:00,W,CPRB,CDcosta,2,"Please send through a document to confirm the applicants income (either a current bank statement showing wage deposits from their employer, or a recent payslip) in addition to copies of their 100 points of ID to VCredit@Asif Tech.com.au or 1800 656 866"
4459,2023-08-23 16:44:00,2023-08-23 16:55:00,W,CPB,FWadia,2,
4460,2023-08-23 16:45:00,2023-08-23 16:52:00,W,CPRB,CDcosta,2,"Please send through copies of the applicants 100 points of ID (including their Visa page and/or previous Passport number, if applicable) to VCredit@Asif Tech.com.au or 1800 656 866"
4461,2023-08-23 16:55:00,2023-08-23 17:13:00,W,CPB,FWadia,3,
4462,2023-08-23 17:15:00,2023-08-23 17:28:00,W,CPB,AAkhundpur,6,Please resubmit with Employed and not on Home Duties.
4463,2023-08-23 17:17:00,2023-08-23 17:33:00,W,CPB,FWadia,3,
4464,2023-08-23 17:20:00,2023-08-23 17:28:00,W,CPB,SSyed,3,
4465,2023-08-23 17:24:00,2023-08-23 17:36:00,W,CPRB,AAkhundpur,4,The Work number entered is incorrect for the employer listed on the application. Please verify the details with the applicant and resubmit with a valid number
4466,2023-08-23 17:24:00,2023-08-23 17:56:00,W,CE,NBhatia,4,"Please resubmit a Passport as part of the applicants 100 points of ID as reflecting as Employed, whereas STUDENT-ID given."
4467,2023-08-23 17:27:00,2023-08-23 17:41:00,W,CE,CDcosta,3,"The applicant has been declined due to the billing history on their 3 Mobile account #417.26, which is currently overdue"
4468,2023-08-23 17:46:00,2023-08-23 18:06:00,W,CE,QMascarenhas,1,
4469,2023-08-23 17:47:00,2023-08-23 18:03:00,W,CE,HPandya,3,"Please send through a document to confirm the applicants income (either a current bank statement showing wage deposits from their employer, or a recent payslip) in addition to copies of their 100 points of ID to VCredit@Asif Tech.com.au or 1800 656 866"
4470,2023-08-23 17:49:00,2023-08-23 18:01:00,W,CPRB,CDcosta,4,"Please send through a document to confirm the applicants income (either a current bank statement showing wage deposits from their employer, or a recent payslip) in addition to copies of their 100 points of ID to VCredit@Asif Tech.com.au or 1800 656 866"
4471,2023-08-23 17:50:00,2023-08-23 18:06:00,W,CE,AAkhundpur,2,Please resubmit a Passport or Medicare card as part of the applicants 100 points of ID
4472,2023-08-23 17:53:00,2023-08-23 18:09:00,W,CPRB,CDcosta,5,"Please send through copies of the applicants 100 points of ID (including their Visa page and/or previous Passport number, if applicable) to VCredit@Asif Tech.com.au or 1800 656 866"
4473,2023-08-23 18:05:00,2023-08-23 18:10:00,W,CE,HPandya,2,"This customers existing Asif Tech account is currently overdue. Once all outstanding amounts have been paid, please email VCredit@Asif Tech.com.au to request a further review"
4474,2023-08-23 18:11:00,2023-08-23 18:18:00,W,CPB,CDcosta,3,This account has been closed. Please submit a new credit check for the applicant under a new Customer Account Row ID updated with Passport or Medicare card as part of 100 points id.
4475,2023-08-23 18:20:00,2023-08-23 18:37:00,W,CPB,HPandya,3,
4476,2023-08-23 18:41:00,2023-08-23 18:59:00,W,CPRB,NBhatia,3,The Work number entered is incorrect for the employer listed on the application. Please verify the details with the applicant and resubmit with a valid number
4477,2023-08-23 18:54:00,2023-08-23 18:58:00,W,CPB,HPandya,3,An account for this applicant already exists with Asif Tech. Please resubmit as existing customer under CA Row ID: 1-6B4XEQR
4478,2023-08-23 19:14:00,2023-08-23 19:18:00,W,CE,CDcosta,1,"This customers existing Asif Tech account is currently overdue. Once all outstanding amounts have been paid, please email VCredit@Asif Tech.com.au to request a further review"
4479,2023-08-23 19:16:00,2023-08-23 19:23:00,W,CE,CDcosta,6,The applicant is currently studying Fulltime or is on a Student Visa. Please resubmit as a Student.
4480,2023-08-23 19:23:00,2023-08-23 19:26:00,W,CPRB,CDcosta,2,"Please send through copies of the applicants 100 points of ID (including their Visa page and/or previous Passport number, if applicable) to VCredit@Asif Tech.com.au or 1800 656 866"
4481,2023-08-23 19:33:00,2023-08-23 19:42:00,W,CPB,CDcosta,3,
4482,2023-08-23 19:44:00,2023-08-23 19:51:00,W,CPB,MDcruz,1,
4483,2023-08-23 19:51:00,2023-08-23 20:10:00,W,CE,FWadia,2,
4484,2023-08-23 19:54:00,2023-08-23 20:11:00,W,CPB,HPandya,3,
4485,2023-08-23 19:54:00,2023-08-23 20:17:00,W,CPB,MDcruz,2,
4486,2023-08-23 20:06:00,2023-08-23 20:31:00,W,CPB,MDcruz,6,
4487,2023-08-23 20:07:00,2023-08-23 20:23:00,W,CPRB,JDsouza,1,The Work number entered is incorrect for the employer listed on the application. Please verify the details with the applicant and resubmit with a valid number
4488,2023-08-23 20:19:00,2023-08-23 20:27:00,W,CPRB,JDsouza,2,"Please send through copies of the applicants 100 points of ID (including their Visa page and/or previous Passport number, if applicable) to VCredit@Asif Tech.com.au or 1800 656 866"
4489,2023-08-23 23:35:00,2023-08-24 08:29:00,W,CPB,AAkhundpur,4,
4490,2023-08-24 00:41:00,2023-08-24 08:34:00,A,CPB,AAkhundpur,6,
4491,2023-08-24 09:15:00,2023-08-24 09:22:00,A,CE,AAkhundpur,5,
4492,2023-08-24 09:33:00,2023-08-24 09:37:00,A,CPRB,AAkhundpur,4,Approved for 1 service only.
4493,2023-08-24 10:01:00,2023-08-24 10:18:00,A,CE,QMascarenhas,6,
4494,2023-08-24 10:03:00,2023-08-24 10:16:00,A,CPB,AAkhundpur,6,Approve
4495,2023-08-24 10:06:00,2023-08-24 10:27:00,A,CPB,QMascarenhas,3,
4496,2023-08-24 10:13:00,2023-08-24 10:37:00,A,CPRB,NBhatia,6,Approve
4497,2023-08-24 10:30:00,2023-08-24 10:38:00,A,CE,QMascarenhas,1,
4498,2023-08-24 10:34:00,2023-08-24 10:39:00,A,CE,AAkhundpur,5,Approved only with outright purchase of handset or USIM only
4499,2023-08-24 10:37:00,2023-08-24 10:43:00,A,CPB,QMascarenhas,2,
4500,2023-08-24 10:39:00,2023-08-24 10:50:00,A,CPB,AAkhundpur,4,
4501,2023-08-24 11:21:00,2023-08-24 11:35:00,A,CE,AAkhundpur,3,
4502,2023-08-24 11:25:00,2023-08-24 11:40:00,A,CE,NVaid,2,Approve
4503,2023-08-24 11:35:00,2023-08-24 11:42:00,A,CPB,AAkhundpur,1,
4504,2023-08-24 11:40:00,2023-08-24 11:46:00,A,CPB,AAkhundpur,4,
4505,2023-08-24 11:42:00,2023-08-24 11:52:00,A,CE,AAkhundpur,2,
4506,2023-08-24 11:43:00,2023-08-24 11:56:00,A,CE,CDcosta,1,Approve
4507,2023-08-24 11:43:00,2023-08-24 12:00:00,A,CE,NVaid,1,Approved for 1 service
4508,2023-08-24 11:44:00,2023-08-24 12:04:00,A,CPRB,CDcosta,6,Approve
4509,2023-08-24 11:52:00,2023-08-24 11:59:00,A,CE,AAkhundpur,1,
4510,2023-08-24 11:52:00,2023-08-24 12:12:00,A,CE,NVaid,1,Approve
4511,2023-08-24 11:55:00,2023-08-24 12:10:00,A,CE,MDcruz,4,Approve
4512,2023-08-24 11:57:00,2023-08-24 12:14:00,A,CE,AAkhundpur,3,Approve
4513,2023-08-24 11:58:00,2023-08-24 12:24:00,A,CPRB,NVaid,1,Approved
4514,2023-08-24 12:01:00,2023-08-24 12:19:00,A,CPB,QMascarenhas,6,
4515,2023-08-24 12:03:00,2023-08-24 12:24:00,A,CE,AAkhundpur,1,Approved for MBB only
4516,2023-08-24 12:13:00,2023-08-24 12:44:00,A,CPRB,NBhatia,1,Approved for outright purchase or sim-only service due to the applicants Visa status or expiry
4517,2023-08-24 12:23:00,2023-08-24 12:36:00,A,CE,AAkhundpur,3,
4518,2023-08-24 12:30:00,2023-08-24 12:37:00,A,CPRB,NVaid,6,Approved for 1 Handset/Tablet + 1 MBB
4519,2023-08-24 12:31:00,2023-08-24 12:48:00,A,CE,NVaid,3,Approved for MBB only
4520,2023-08-24 12:41:00,2023-08-24 12:46:00,A,CPRB,MDcruz,6,Approve
4521,2023-08-24 13:00:00,2023-08-24 13:26:00,A,CE,QMascarenhas,6,
4522,2023-08-24 13:07:00,2023-08-24 13:16:00,A,CE,AAkhundpur,6,Approve
4523,2023-08-24 13:11:00,2023-08-24 13:25:00,A,CE,AAkhundpur,5,Approve
4524,2023-08-24 13:15:00,2023-08-24 13:23:00,A,CE,MDcruz,4,
4525,2023-08-24 13:16:00,2023-08-24 13:31:00,A,CE,NVaid,2,Direct debit to bank account or credit card only
